i = 0   Syst = -0.0109835
i = 0   Syst = -0.0103641
i = 0   Syst = 0.0262941
i = 0   Syst = -0.00204737
i = 0   Syst = -0.000969527
i = 0   Syst = 0.0187874
i = 0   Syst = -0.00508865
i = 0   Syst = 0.128712
i = 0   Syst = -0.0109835
i = 0   Syst = -0.0103641
i = 0   Syst = 0.0262941
i = 0   Syst = -0.00204737
i = 0   Syst = -0.000969527
i = 0   Syst = 0.0187874
i = 0   Syst = -0.00508865
