i = 0   Syst = -0.012002
i = 0   Syst = -0.0123684
i = 0   Syst = 0.0321156
i = 0   Syst = -0.002532
i = 0   Syst = -0.011896
i = 0   Syst = 0.0123629
i = 0   Syst = 0.0012989
i = 0   Syst = 0.0819399
i = 0   Syst = -0.012002
i = 0   Syst = -0.0123684
i = 0   Syst = 0.0321156
i = 0   Syst = -0.002532
i = 0   Syst = -0.011896
i = 0   Syst = 0.0123629
i = 0   Syst = 0.0012989
