i = 0   Syst = -0.00769356
i = 0   Syst = -0.00707004
i = 0   Syst = 0.0271664
i = 0   Syst = -2.89519e-05
i = 0   Syst = -0.00122662
i = 0   Syst = 0.0182736
i = 0   Syst = -0.00291968
