i = 0   Syst = -0.0123356
i = 0   Syst = -0.0115487
i = 0   Syst = 0.0272942
i = 0   Syst = -0.0017606
i = 0   Syst = -0.00658569
i = 0   Syst = 0.017343
i = 0   Syst = -0.00398941
