     5.31985
     5.31985
     5.31985
signal   3gauss  5.31987
signal   fixed  4.88291
signal   scal+  5.24319
signal   scal-  5.39628
background   1st  4.62586
background   2nd  5.45895
background   3rd  5.46795
background   3rd  5.46795
