     7.89482
     7.89482
     7.89482
signal   3gauss  7.92044
signal   fixed  7.89425
signal   scal+  7.84035
signal   scal-  7.9402
background   1st  7.64764
background   2nd  7.91592
background   3rd  7.91568
background   3rd  7.91568
     7.89482
signal   3gauss  7.92044
signal   fixed  7.89425
signal   scal+  7.84035
signal   scal-  7.9402
background   1st  7.64764
background   2nd  7.91592
background   3rd  7.91568
background   3rd  7.91568
