     10.342
     10.342
     10.342
signal   3gauss  11.5612
signal   fixed  10.2135
signal   scal+  10.3831
signal   scal-  10.2672
background   1st  9.58874
background   2nd  9.51345
background   3rd  9.73648
background   3rd  9.73648
