     10.3643
     10.3643
     10.3643
signal   3gauss  10.36
signal   fixed  10.3442
signal   scal+  10.2837
signal   scal-  10.4399
background   1st  9.83465
background   2nd  9.78721
background   3rd  9.84262
background   3rd  9.84262
